,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,label
299,0.976677,0.237064,0.063045,0.026227,0.024914,0.03069,0.02467,0.012879,happiness
300,1.119694,0.231899,0.05592,0.026868,0.02458,0.031274,0.02509,0.013471,happiness
301,1.096389,0.220847,0.048238,0.021233,0.021847,0.02667,0.021767,0.010418,happiness
302,1.16499,0.272966,0.049862,0.024984,0.028921,0.037399,0.02814,0.017887,happiness
303,1.196702,0.265151,0.049564,0.022948,0.029405,0.035991,0.02942,0.017885,happiness
304,1.323991,0.272898,0.052735,0.024652,0.031497,0.037797,0.029997,0.018434,happiness
305,1.303349,0.25224,0.043285,0.02355,0.030557,0.039434,0.031813,0.017769,happiness
306,1.168038,0.186542,0.042514,0.020803,0.023091,0.034515,0.028345,0.017955,happiness
307,1.131549,0.209951,0.053075,0.020754,0.023663,0.035528,0.029063,0.018046,happiness
308,1.366098,0.231035,0.08693,0.026055,0.027827,0.039225,0.041352,0.019692,happiness
309,1.26525,0.199858,0.08341,0.026783,0.026299,0.037161,0.03951,0.018396,happiness
310,1.073384,0.220037,0.081883,0.02746,0.02506,0.036808,0.039393,0.017444,happiness
311,1.084075,0.204845,0.077007,0.024278,0.024395,0.034716,0.038147,0.016616,happiness
312,1.021584,0.149938,0.075505,0.020487,0.017286,0.022302,0.030688,0.009059,happiness
313,0.930691,0.13715,0.067528,0.02013,0.015251,0.02011,0.026691,0.008252,happiness
314,0.941879,0.13229,0.066672,0.018998,0.012972,0.019055,0.025555,0.008062,happiness
315,0.920118,0.140611,0.06606,0.01901,0.012112,0.0179,0.023903,0.007964,happiness
316,0.884761,0.123444,0.059644,0.018606,0.013207,0.01687,0.021048,0.006084,happiness
317,0.691564,0.100368,0.048804,0.016117,0.011733,0.014426,0.019198,0.005344,happiness
318,0.721623,0.103801,0.047055,0.034622,0.015725,0.028888,0.0186,0.013618,happiness
319,0.702875,0.101729,0.047554,0.033368,0.017592,0.028029,0.018837,0.012755,happiness
320,0.838297,0.093264,0.05072,0.035099,0.021459,0.029425,0.019439,0.013,happiness
321,0.870251,0.16492,0.067197,0.079103,0.034746,0.038199,0.037292,0.02679,happiness
322,0.935878,0.173294,0.06951,0.079568,0.03482,0.039177,0.038551,0.02699,happiness
323,0.958011,0.169964,0.070331,0.080043,0.035056,0.039904,0.03865,0.027383,happiness
324,0.833656,0.165003,0.067794,0.079817,0.034638,0.038792,0.038771,0.027048,happiness
325,1.038297,0.301093,0.160988,0.114937,0.041826,0.050031,0.051569,0.036125,happiness
326,1.093897,0.302619,0.157993,0.111535,0.039333,0.048416,0.051673,0.035899,happiness
327,1.102759,0.312287,0.158022,0.112011,0.039645,0.049194,0.052704,0.036273,happiness
328,0.88235,0.451251,0.144003,0.095647,0.036808,0.041246,0.045575,0.032552,happiness
329,0.950143,0.454139,0.149301,0.098226,0.042103,0.050434,0.045845,0.034602,happiness
330,0.842056,0.445476,0.146137,0.096888,0.040589,0.049592,0.044839,0.034252,happiness
331,0.870415,0.382749,0.131483,0.058196,0.029811,0.044095,0.030222,0.021537,happiness
332,0.817125,0.388401,0.129062,0.059994,0.032947,0.044154,0.031383,0.021804,happiness
333,0.978931,0.414907,0.130067,0.061888,0.036632,0.045911,0.03462,0.02236,happiness
334,0.963557,0.429654,0.13297,0.06197,0.036293,0.048317,0.034587,0.022311,happiness
335,0.776725,0.277868,0.038418,0.027252,0.028289,0.034784,0.020911,0.013142,happiness
336,0.871245,0.304975,0.039625,0.029886,0.029618,0.04072,0.022943,0.014296,happiness
337,0.867842,0.292811,0.039489,0.029646,0.029439,0.040084,0.02203,0.014094,happiness
338,1.071293,0.152632,0.040996,0.038799,0.029944,0.038305,0.02504,0.011224,happiness
339,1.068603,0.165576,0.034085,0.041169,0.023761,0.030868,0.027057,0.009751,happiness
340,1.076897,0.199809,0.037869,0.041997,0.032834,0.038311,0.029734,0.010803,happiness
341,1.006302,0.253867,0.038443,0.043612,0.031995,0.038684,0.030368,0.011324,happiness
342,1.050738,0.318974,0.042752,0.044681,0.031643,0.03921,0.029568,0.012275,happiness
343,0.963838,0.307024,0.068519,0.048663,0.033102,0.041556,0.034916,0.013405,happiness
344,0.989885,0.298297,0.066068,0.048501,0.034701,0.039213,0.034882,0.013754,happiness
345,1.149879,0.296845,0.080817,0.064779,0.039965,0.044349,0.038729,0.016097,happiness
346,1.158548,0.308206,0.116361,0.071383,0.043574,0.04281,0.056982,0.023614,happiness
347,1.349618,0.407437,0.142418,0.084922,0.05078,0.054592,0.06809,0.030705,happiness
348,1.320455,0.429291,0.128439,0.069626,0.048042,0.049704,0.065119,0.027857,happiness
349,1.383362,0.43718,0.140317,0.068319,0.050287,0.050775,0.068163,0.028349,happiness
350,1.360777,0.396888,0.13741,0.06549,0.038906,0.042234,0.064986,0.026962,happiness
351,1.294044,0.337242,0.137473,0.060202,0.037419,0.039276,0.06143,0.025995,happiness
352,1.212771,0.25996,0.134013,0.058108,0.034817,0.037691,0.059878,0.024899,happiness
353,1.261746,0.274362,0.107912,0.053543,0.031479,0.035993,0.055904,0.022985,happiness
354,1.227418,0.268123,0.106827,0.052991,0.029991,0.036311,0.055954,0.02258,happiness
355,1.166738,0.364159,0.094652,0.039803,0.030647,0.036951,0.056094,0.022473,happiness
356,1.111788,0.334272,0.057183,0.031705,0.025432,0.034123,0.036623,0.01441,happiness
357,0.935331,0.235411,0.032093,0.018811,0.017975,0.022546,0.025518,0.007222,happiness
358,0.868458,0.195896,0.029762,0.02554,0.017347,0.024388,0.024335,0.007065,happiness
359,0.901863,0.210804,0.023931,0.02782,0.020665,0.032526,0.026211,0.009544,happiness
360,0.969181,0.285638,0.031085,0.032651,0.029835,0.040133,0.035006,0.013642,happiness
361,1.160865,0.285901,0.033903,0.033611,0.02998,0.040426,0.03595,0.014776,happiness
362,1.191273,0.308929,0.036629,0.034745,0.031679,0.041933,0.036991,0.014608,happiness
363,1.138617,0.310122,0.038336,0.035184,0.033035,0.039548,0.03455,0.015233,happiness
364,1.360487,0.343308,0.042729,0.03742,0.035584,0.041997,0.036243,0.015847,happiness
365,1.388743,0.274271,0.045363,0.044142,0.030206,0.039976,0.032504,0.014666,happiness
366,1.256376,0.276844,0.045526,0.043074,0.030013,0.038105,0.031636,0.01387,happiness
367,1.355783,0.2856,0.05892,0.045951,0.037502,0.044917,0.038876,0.019042,happiness
368,1.234591,0.300057,0.05921,0.040457,0.037094,0.045186,0.038264,0.019068,happiness
369,1.192652,0.296989,0.066935,0.035788,0.030999,0.038278,0.031728,0.017322,happiness
370,1.174428,0.227566,0.059944,0.033961,0.022664,0.032824,0.024524,0.013854,happiness
371,1.126942,0.271777,0.066304,0.034502,0.029757,0.037282,0.028641,0.014076,happiness
372,1.108958,0.24777,0.063573,0.032782,0.027801,0.035836,0.027707,0.014031,happiness
373,1.028469,0.223945,0.069204,0.045316,0.027135,0.038879,0.033533,0.015842,happiness
374,0.813266,0.191443,0.066438,0.042748,0.026125,0.036432,0.03115,0.016805,happiness
375,0.805539,0.168767,0.067001,0.036212,0.027402,0.0344,0.032057,0.01658,happiness
376,0.861028,0.170608,0.068918,0.038334,0.029661,0.035275,0.033576,0.017888,happiness
377,0.79201,0.166846,0.062507,0.037085,0.024036,0.028929,0.029353,0.013173,happiness
378,0.957458,0.286726,0.090076,0.0591,0.033862,0.050646,0.04319,0.022319,happiness
379,0.848105,0.251144,0.07529,0.064661,0.035384,0.047329,0.044104,0.021558,happiness
380,0.891499,0.250143,0.07571,0.070115,0.035546,0.046897,0.04312,0.021713,happiness
381,0.823371,0.239018,0.065434,0.072521,0.030653,0.045527,0.040948,0.021183,happiness
382,0.883035,0.30024,0.082094,0.076044,0.03514,0.051402,0.043137,0.02201,happiness
383,0.868993,0.299282,0.073301,0.062551,0.033016,0.048403,0.035075,0.019839,happiness
384,0.925792,0.311303,0.073335,0.065983,0.031921,0.048346,0.036288,0.018646,happiness
385,0.944016,0.362271,0.073836,0.063331,0.034258,0.049319,0.038217,0.019367,happiness
386,1.014148,0.375547,0.078145,0.066103,0.032318,0.051884,0.03968,0.019718,happiness
387,0.969833,0.370995,0.069776,0.063657,0.030714,0.05112,0.036576,0.019254,happiness
388,0.779798,0.227384,0.038717,0.03911,0.018846,0.023605,0.019824,0.009757,happiness
389,0.841119,0.23731,0.040906,0.034174,0.018828,0.026303,0.019493,0.008994,happiness
390,0.742105,0.234169,0.039641,0.026072,0.017686,0.024752,0.018693,0.008356,happiness
391,0.719604,0.20623,0.05065,0.02277,0.017986,0.021601,0.016931,0.007749,happiness
392,0.687521,0.157557,0.036957,0.019084,0.015193,0.016709,0.016763,0.00778,happiness
393,0.671357,0.150958,0.037377,0.017659,0.014486,0.015758,0.016855,0.007223,happiness
394,0.679644,0.150891,0.037055,0.019536,0.0153,0.019189,0.018533,0.007574,happiness
395,0.504138,0.094575,0.032246,0.01863,0.011429,0.017175,0.015639,0.006274,happiness
396,0.463311,0.072401,0.03889,0.021399,0.012119,0.014642,0.017668,0.008064,happiness
397,0.572586,0.088333,0.043375,0.028477,0.012708,0.016391,0.019378,0.008475,happiness
398,0.696315,0.094577,0.047307,0.031618,0.014368,0.017598,0.020166,0.009078,happiness
399,0.684906,0.121924,0.054784,0.032824,0.012889,0.016816,0.02082,0.010668,happiness
400,0.851883,0.143317,0.054416,0.040082,0.015283,0.01959,0.023065,0.011544,happiness
401,0.921851,0.171592,0.045137,0.040141,0.014677,0.020147,0.02313,0.012565,happiness
402,1.035292,0.213507,0.043919,0.042318,0.018507,0.022711,0.023425,0.013195,happiness
403,1.226884,0.248476,0.045863,0.042895,0.020818,0.026087,0.026101,0.013574,happiness
404,1.385541,0.301113,0.086151,0.040212,0.020608,0.032386,0.033954,0.013806,happiness
405,1.534103,0.321552,0.085142,0.041183,0.020491,0.036172,0.035338,0.013548,happiness
406,1.621332,0.45234,0.099952,0.047569,0.024788,0.073032,0.041386,0.017493,happiness
407,1.712776,0.447533,0.11246,0.045151,0.027513,0.074384,0.044316,0.018176,happiness
408,1.648534,0.481116,0.151852,0.049995,0.031832,0.081107,0.051326,0.021273,happiness
409,1.628279,0.448133,0.143998,0.049396,0.031691,0.079776,0.049591,0.019763,happiness
410,1.466088,0.428826,0.143639,0.041645,0.029318,0.077077,0.047301,0.018721,happiness
411,1.416469,0.452567,0.151137,0.042099,0.036707,0.078874,0.0541,0.020131,happiness
412,1.371086,0.414253,0.152395,0.039475,0.032167,0.076696,0.052579,0.020707,happiness
413,1.318872,0.392041,0.173539,0.041643,0.031597,0.080745,0.053389,0.029228,happiness
414,1.088855,0.32783,0.132083,0.039225,0.030695,0.070425,0.042607,0.028243,happiness
415,1.01508,0.326696,0.135813,0.039871,0.031473,0.072869,0.043053,0.029814,happiness
416,1.232882,0.220082,0.109501,0.057152,0.030408,0.041196,0.04688,0.025156,happiness
417,1.064273,0.212009,0.093188,0.052503,0.027069,0.038453,0.04258,0.02413,happiness
418,1.198749,0.363905,0.06593,0.06498,0.023959,0.038166,0.045966,0.023236,happiness
419,1.265814,0.389292,0.06858,0.067641,0.025647,0.039325,0.046883,0.024092,happiness
420,1.317821,0.413073,0.07145,0.07049,0.027318,0.040948,0.047988,0.024878,happiness
421,1.487353,0.445544,0.079628,0.069625,0.021094,0.044711,0.04666,0.026699,happiness
422,1.450364,0.431251,0.090428,0.070848,0.021515,0.044003,0.047111,0.025954,happiness
423,1.517553,0.497027,0.102619,0.197423,0.083316,0.112946,0.10366,0.044452,happiness
424,1.701974,0.499254,0.129327,0.211612,0.089073,0.117664,0.108491,0.049677,happiness
425,1.766725,0.553607,0.155567,0.221454,0.09101,0.117841,0.110435,0.049947,happiness
426,1.376753,0.533762,0.155069,0.190449,0.08695,0.112078,0.095273,0.047284,happiness
427,1.35071,0.531337,0.154903,0.190662,0.086618,0.111955,0.095236,0.047219,happiness
428,1.208288,0.347551,0.142679,0.17357,0.085705,0.105001,0.085162,0.045768,happiness
429,1.166795,0.525009,0.155519,0.172012,0.086278,0.109422,0.091273,0.045127,happiness
430,1.401432,0.541384,0.159501,0.177207,0.089528,0.114997,0.094258,0.046888,happiness
431,1.164552,0.451191,0.140269,0.175952,0.087043,0.10816,0.088792,0.042358,happiness
432,1.183746,0.469193,0.129905,0.180665,0.088426,0.113675,0.091783,0.044017,happiness
433,1.072795,0.392462,0.095304,0.052872,0.025611,0.038561,0.032049,0.01697,happiness
434,0.89302,0.392214,0.069812,0.03924,0.019983,0.034226,0.027344,0.012124,happiness
435,0.836667,0.323009,0.041032,0.028671,0.018519,0.027795,0.024005,0.010354,happiness
436,1.02673,0.334289,0.04583,0.032882,0.019649,0.032088,0.026337,0.01199,happiness
437,1.066376,0.347267,0.049226,0.036317,0.022404,0.033962,0.031918,0.012947,happiness
438,1.009263,0.343379,0.046762,0.033022,0.020684,0.033912,0.031253,0.011672,happiness
439,0.954014,0.147926,0.033888,0.034065,0.019583,0.027851,0.027378,0.012015,happiness
440,0.651172,0.10354,0.027127,0.026,0.014851,0.020189,0.023194,0.009571,happiness
441,0.632397,0.103839,0.027609,0.025797,0.013784,0.020555,0.021818,0.009179,happiness
442,0.577144,0.094915,0.027592,0.024494,0.017344,0.018554,0.021454,0.007277,happiness
443,0.551276,0.194643,0.030729,0.02778,0.021631,0.019252,0.023006,0.008423,happiness
444,0.715004,0.199353,0.037153,0.03092,0.024594,0.020493,0.024714,0.008753,happiness
445,0.729999,0.196401,0.036129,0.030929,0.024836,0.020158,0.024164,0.009177,happiness
446,0.633089,0.196567,0.035148,0.036958,0.029413,0.025945,0.034151,0.008905,happiness
447,0.607535,0.195545,0.056472,0.045993,0.031455,0.027508,0.032652,0.015976,happiness
448,0.745695,0.200169,0.058797,0.052813,0.03268,0.030804,0.034964,0.019574,happiness
449,1.021599,0.210226,0.057564,0.064506,0.049883,0.03567,0.046262,0.025826,happiness
450,1.047987,0.210604,0.057433,0.064673,0.049646,0.035851,0.046588,0.025835,happiness
451,1.247226,0.363339,0.080813,0.081027,0.060037,0.059666,0.060439,0.045556,happiness
452,1.241415,0.390005,0.083566,0.087303,0.060321,0.060782,0.064802,0.04948,happiness
453,1.24205,0.319715,0.09251,0.08699,0.060306,0.068859,0.073979,0.05561,happiness
454,1.176101,0.363084,0.093851,0.092516,0.066255,0.072108,0.077566,0.056971,happiness
455,1.10941,0.363899,0.094249,0.093031,0.066595,0.072738,0.077941,0.056622,happiness
456,1.104603,0.346064,0.091981,0.083698,0.061326,0.062913,0.066905,0.05552,happiness
457,1.214066,0.401381,0.098931,0.095747,0.066477,0.069731,0.079679,0.055013,happiness
458,1.33627,0.483006,0.116515,0.115579,0.072073,0.077299,0.085838,0.057022,happiness
459,1.078095,0.534327,0.114384,0.108849,0.055637,0.078662,0.073421,0.054843,happiness
460,1.046606,0.533458,0.114567,0.108682,0.055511,0.078472,0.072981,0.054713,happiness
461,0.860916,0.382541,0.092784,0.092633,0.046252,0.053911,0.059456,0.035549,happiness
462,0.964951,0.355111,0.118654,0.097443,0.044519,0.05885,0.058982,0.034225,happiness
463,0.897817,0.323894,0.10549,0.093217,0.039646,0.048982,0.047662,0.026655,happiness
464,0.874971,0.291131,0.110157,0.090592,0.031453,0.046515,0.042664,0.025054,happiness
465,0.904221,0.408738,0.15709,0.098617,0.034106,0.053756,0.048828,0.026451,happiness
466,0.998796,0.424122,0.163119,0.098103,0.039427,0.057586,0.05157,0.02694,happiness
467,0.888645,0.35529,0.132039,0.074055,0.029733,0.047267,0.03594,0.019366,happiness
468,0.731179,0.300109,0.118177,0.049007,0.02514,0.037743,0.029652,0.014852,happiness
469,0.859196,0.259532,0.13713,0.068396,0.026985,0.039558,0.033811,0.015604,happiness
470,0.930763,0.272652,0.140031,0.072469,0.029157,0.041099,0.035917,0.016914,happiness
471,1.05296,0.333013,0.148712,0.086378,0.037362,0.053265,0.048943,0.01888,happiness
472,0.883915,0.339599,0.118234,0.073538,0.033533,0.045803,0.042324,0.01549,happiness
473,0.928112,0.376272,0.123474,0.082558,0.037128,0.056512,0.05231,0.018672,happiness
474,0.882676,0.369128,0.111785,0.079009,0.037271,0.057822,0.053475,0.019389,happiness
475,0.825064,0.27244,0.06551,0.069973,0.034307,0.051489,0.048311,0.018196,happiness
476,0.729135,0.259593,0.0653,0.069596,0.029925,0.047937,0.045076,0.018004,happiness
477,0.711544,0.262331,0.064101,0.068773,0.029814,0.047642,0.043406,0.017963,happiness
478,0.624093,0.230784,0.057163,0.068182,0.027631,0.046037,0.041613,0.017106,happiness
479,0.475819,0.19566,0.037574,0.038918,0.024017,0.03761,0.034624,0.011979,happiness
480,0.534229,0.227105,0.035531,0.038921,0.023804,0.041561,0.03626,0.011649,happiness
481,0.508093,0.170941,0.025853,0.024899,0.014901,0.032329,0.023352,0.009003,happiness
482,0.580535,0.186012,0.024896,0.025275,0.015284,0.034605,0.026059,0.009704,happiness
483,0.561613,0.15612,0.020282,0.01645,0.01279,0.024691,0.016745,0.00702,happiness
484,0.697629,0.164078,0.032763,0.019687,0.014696,0.025809,0.023222,0.008651,happiness
485,0.79087,0.149147,0.032341,0.02614,0.016447,0.024938,0.022593,0.008365,happiness
486,0.714305,0.14386,0.024701,0.02664,0.015016,0.025539,0.022862,0.007929,happiness
487,0.702965,0.139918,0.024593,0.026394,0.014788,0.025332,0.022742,0.007885,happiness
488,0.681878,0.135765,0.02383,0.025188,0.014368,0.02476,0.021844,0.0075,happiness
489,0.662591,0.133178,0.022504,0.024917,0.013235,0.023637,0.021189,0.006642,happiness
490,0.530544,0.087427,0.021291,0.020692,0.011219,0.017987,0.017303,0.005605,happiness
491,0.580394,0.067573,0.010816,0.020249,0.006767,0.006635,0.002807,0.00217,happiness
492,0.602004,0.083127,0.012387,0.023947,0.008947,0.008477,0.00334,0.002587,happiness
493,0.692642,0.087701,0.013045,0.025903,0.011241,0.0107,0.003889,0.00268,happiness
494,0.762513,0.113771,0.020734,0.027806,0.018369,0.013556,0.006028,0.002963,happiness
495,0.828415,0.142248,0.025406,0.03204,0.022415,0.015397,0.007096,0.003188,happiness
496,0.874505,0.16297,0.027454,0.034365,0.026561,0.016819,0.00759,0.003447,happiness
497,0.937851,0.250829,0.037182,0.059663,0.038456,0.042833,0.015286,0.005215,happiness
498,0.903895,0.252165,0.035963,0.060396,0.038693,0.043008,0.015146,0.005069,happiness
499,0.885798,0.202071,0.032042,0.046427,0.036451,0.040335,0.014407,0.00408,happiness
500,0.782261,0.198333,0.031879,0.045211,0.035814,0.03912,0.013818,0.003761,happiness
501,0.814993,0.215767,0.03401,0.048782,0.037773,0.040646,0.0162,0.003941,happiness
502,0.869277,0.206474,0.032521,0.048212,0.037113,0.039611,0.016171,0.003626,happiness
503,0.889508,0.215795,0.043411,0.053111,0.052491,0.040551,0.018361,0.004134,happiness
504,0.971046,0.236448,0.040012,0.060598,0.049794,0.043253,0.018049,0.004978,happiness
505,0.970126,0.250271,0.039039,0.063517,0.053369,0.048318,0.020635,0.006425,happiness
506,0.997607,0.250504,0.047998,0.067124,0.057393,0.051524,0.023726,0.006653,happiness
507,0.878269,0.167474,0.037182,0.041106,0.04423,0.025137,0.016096,0.004984,happiness
508,0.850053,0.194193,0.041022,0.044536,0.050476,0.025369,0.016835,0.005326,happiness
509,0.669097,0.196678,0.042944,0.044796,0.051547,0.025852,0.018131,0.005616,happiness
510,0.795081,0.303791,0.055968,0.083418,0.059375,0.049876,0.021173,0.008585,happiness
511,0.751821,0.301703,0.059173,0.085226,0.076013,0.053808,0.019397,0.008826,happiness
512,0.733633,0.35074,0.067217,0.11556,0.096446,0.058926,0.022569,0.01078,happiness
513,0.8308,0.427198,0.066833,0.115575,0.086893,0.065544,0.024984,0.011337,happiness
514,0.763474,0.42659,0.063648,0.110757,0.084199,0.064333,0.024403,0.011585,happiness
515,1.070598,0.416462,0.065727,0.105097,0.08016,0.05941,0.022024,0.010596,happiness
516,1.1075,0.406177,0.066795,0.102784,0.076955,0.0568,0.018816,0.010703,happiness
517,1.11464,0.407318,0.065596,0.101838,0.079261,0.056762,0.018856,0.010658,happiness
518,1.227371,0.398599,0.064794,0.103273,0.080492,0.060015,0.02175,0.011494,happiness
519,1.218331,0.403359,0.064824,0.103086,0.078907,0.059326,0.020453,0.011223,happiness
520,1.177229,0.30058,0.055173,0.066313,0.074089,0.037214,0.018108,0.008643,happiness
521,1.244651,0.292374,0.052155,0.061881,0.057923,0.034395,0.018336,0.008338,happiness
522,1.207592,0.248092,0.048708,0.029112,0.036784,0.030733,0.015246,0.006708,happiness
523,1.228354,0.199355,0.039838,0.037395,0.043438,0.026846,0.01251,0.00672,happiness
524,1.214222,0.319366,0.061318,0.060299,0.082358,0.059252,0.015294,0.008718,happiness
525,1.065083,0.456339,0.061007,0.066604,0.104364,0.068504,0.021004,0.008942,happiness
526,1.019593,0.486199,0.059949,0.07152,0.106542,0.079014,0.026829,0.014607,happiness
527,1.052938,0.481636,0.059307,0.070409,0.105983,0.082345,0.031783,0.02017,happiness
528,1.045579,0.592006,0.063067,0.096002,0.105578,0.105005,0.035105,0.026096,happiness
529,1.257224,0.588003,0.062917,0.101874,0.10762,0.108672,0.036084,0.026382,happiness
